"title","contents","link","date","key"
"<b>인천</b>시 “이해관계 얽힌 쓰레기 <b>매립지</b>, 정부가 나서야”","허종식   인천   시 균형발전정무부시장은 일   인천   시청에서 기자회견을 열어    인천 서구   에 있는 수도권  매립지    전체면적   는 년 난지도매립장이 포화함에 따라 당시 서울시 요청으로 환경청 주도로 조성된    ","https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=028&aid=0002450700","Thu, 18 Apr 2019 15:11:00 +0900","매립지"
"&quot;환경부, <b>매립지</b> 연장 움직임 그만&quot; <b>인천</b>시·시민사회 '발끈'","앞서 지난 년 월   인천   시를 비롯한 환경부와 서울시  경기도 등 자협의체는 당초 년 종료하기로 했던   인천 서구   의 수도권  매립지   를 년까지 연장하기로 하고 그 이전에 대체  매립지   를 조성하기로 합의했다  하지만    ","https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=079&aid=0003264621","Thu, 29 Aug 2019 17:17:00 +0900","매립지"
"대체<b>매립지</b> 4자 회의 4개월만에 재개… '<b>인천</b>시 고지 선점'","  인천 서구    수도권  매립지     사진 수도권  매립지   공사   인천   시 경기도 서울시 등 수도권 개 시 도와 환경부의 대체  매립지    확보를 위한 대화가 개월만에 재개된 가운데   인천   시가 요구한 국가드론인증센터와   서구       ","http://www.joongboo.com/news/articleView.html?idxno=363373981","Thu, 07 Nov 2019 18:48:00 +0900","매립지"
"21대 총선 <b>인천</b> 최대격전지 '5곳' 여야지도부 총출동","모으는   인천 서구   갑이다  여기에 정의당 김중삼 후보가 가세해 파전으로 치러지고 있다    서구   갑 주요 후보들의 공약을 보면 민주당 김 후보와 통합당 이 후보는 청라소각장 폐쇄  수도권  매립지    종료 등 환경 관련 공약과    ","http://www.incheontoday.com/news/articleView.html?idxno=122280","Sun, 12 Apr 2020 18:13:00 +0900","매립지"
"국내 첫 국가 드론인증센터…<b>인천 서구</b> 수도권<b>매립지</b> 조성","국내 첫 국가 드론인증센터가   서구    수도권  매립지   에 조성된다  일   인천   시에 따르면 지난 월일부터 월일까지 실시된 국토교통부 항공안전기술원  드론인증센터 구축 안정성 평가 결과 수도권  매립지   가 모두 적합    ","https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=421&aid=0004239097","Wed, 09 Oct 2019 11:47:00 +0900","매립지"
"국내 첫 드론인증센터 유치 확정…<b>인천</b> 수도권<b>매립지</b>에 조성","국내 첫 드론인증센터 유치 확정   인천    수도권  매립지   에 조성 국내 첫 국가드론인증센터가   인천 서구    수도권  매립지   에 조성된다   인천   시는 년까지 억원을 들여 미래 스마트도시 혁명을 이끌 무인항공기 드론     ","http://www.viva100.com/main/view.php?key=20191009010002573","Wed, 09 Oct 2019 10:53:00 +0900","매립지"
"환경부 &quot;<b>매립지</b> 인근 사월마을 주거지역 부적합&quot;","미세먼지 중금속 검출 농도 높아주변 폐기물처리 사업장 등 원인市   꾸려 환경개선 추진키로  인천 서구    수도권 쓰레기  매립지    인근에 위치한 사월마을이 주거지역으로 부적합하다는 환경부 조사 결과가 나왔다     ","http://www.kyeongin.com/main/view.php?key=20191119010006295","Tue, 19 Nov 2019 22:24:00 +0900","매립지"
"이행숙 <b>인천 서구</b>을 예비후보, 무소속 출마 선언","대 총선에서 공천을 받지 못한 이행숙   인천 서구   을 국회의원 예비후보가 무소속 출마를 선언했다  이행숙 예비후보는 일 오전 수도권  매립지    인근에서 연 출마선언을 통해   미래통합당은 지역을 지켜온 사람은 경선도    ","http://www.incheonnews.com/news/articleView.html?idxno=122131","Mon, 23 Mar 2020 16:16:00 +0900","매립지"
"수도권<b>매립지</b> 반입총량제 '미봉책'","  인천   시는   매립지    연장 반대 입장이다  경기도도 자체  매립지    조성 추진 여부를 검토하고 있는 단계다     대체  매립지    조성 등이 진행되어야 한다  고 주장했다  최근 검단주민총연합회 등   서구    개 주민 단체가 참여한    ","http://www.naeil.com/news_view/?id_art=344445","Mon, 23 Mar 2020 12:56:00 +0900","매립지"
"서울·<b>인천</b>·경기 단체장 &quot;쓰레기<b>매립지</b> 환경부 중재 필요&quot;","수도권 개 시 도는 현재   인천   시   서구    백석동 수도권  매립지   에서 쓰레기를 함께 처리하고 있지만 이곳도 년이면 문을 닫게 된다  수도권 개 시 도는 이후 사용할 대체  매립지   를 찾기 위해 후보지 연구 용역을    ","https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=001&aid=0010885726","Wed, 12 Jun 2019 15:37:00 +0900","매립지"
